id,author,slug,title,voivodeship,town,date,date_gmt,modified,modified_gmt,lat,lng,zoom,address,desc,category,rating
19562,19562,dwor-z-trofeami-mysliwskimi-z-xix-wieku,Dwór z trofeami myśliwskimi z XIX wieku,mazowieckie,Michrów,2022-04-01T09:27:43,2022-04-01T07:27:43,2022-04-01T09:27:43,2022-04-01T07:27:43,51.9380609,20.7964513,8,"Michrów Michrów-Parcel, województwo mazowieckie Polska","<p>Pere\u0142ka urbexowa 2022, \u015bwietnie zachowana. Mn\xf3stwo trofe\xf3w my\u015bliwskich takich jak sk\xf3ry z dzika, dyplomy za osi\u0105gni\u0119cia w wy\u015bcigach konnych, zabytkowe krzes\u0142a i meble z prawdziwego drewna oraz fotografie koni. Zdj\u0119cia pozostawione w tym miejscu wskazuj\u0105 na to, \u017ce dawny w\u0142a\u015bciciel posiada\u0142 stadnin\u0119 i konie wy\u015bcigowe. We dworze mn\xf3stwo pozosta\u0142o\u015bci po dawnym w\u0142a\u015bcicielu, znalaz\u0142em np. jego szelki do spodni. Podkre\u015blam \u017ce uda\u0142o mi si\u0119 zwiedzi\u0107 budynek bez prze\u0142amywania jakichkolwiek zabezpiecze\u0144, tj. wej\u015bcie by\u0142o otwarte (co mam udokumentowanie z GoPro na g\u0142owie), wi\u0119c nie ma mowy o jakimkolwiek w\u0142amaniu. Film nie stanowi formy poradnika, urbex to nie wandalizm, niczego nie kradn\u0119 i nie w\u0142amuj\u0119 si\u0119.</p>\n",Zamki i pałace,Brak ocen
19340,19340,zespol-kamienic-mieszkalnych,Zespół kamienic mieszkalnych,śląskie,Katowice,2022-03-31T11:00:09,2022-03-31T09:00:09,2022-03-31T11:00:09,2022-03-31T09:00:09,50.2574402,19.0298639,17,"Mariacka 32, 40-014, województwo śląskie Polska","<p>Zesp\xf3\u0142 3 kamienic wraz z oficynami. Dost\u0119p przez jedyn\u0105 zamieszka\u0142\u0105 kamienic\u0119 na podw\xf3rze, od strony deptaka brama zamkni\u0119ta na k\u0142\xf3dk\u0119, swego czasu by\u0142a otwarta. Budynki zgodnie z przewidywaniami miasta zostan\u0105 przebudowane na mieszkania dla senior\xf3w, a oficyny wyburzone. </p>\n",Domy,Brak ocen
19331,19331,budynek-biurowy-firmy-warsztatowo-magazynowej,Budynek biurowy firmy warsztatowo-magazynowej,śląskie,Katowice,2022-03-31T10:59:34,2022-03-31T08:59:34,2022-03-31T10:59:34,2022-03-31T08:59:34,50.2426903,18.9808854,18,"Przodowników 88, 40-806 Katowice, województwo śląskie Polska","<p>Nieruchomo\u015b\u0107 og\xf3lnodost\u0119pna, niepilnowana zabudowana zdemolowanym budynkiem biurowym po dawnej firmie warsztatowo-magazynowej.<br />\nWok\xf3\u0142 sporo gruz\xf3w i nieporz\u0105dku, troch\u0119 ruin gara\u017cy i budynk\xf3w gospodarczych.</p>\n",Inne,Brak ocen
19324,19324,opuszczony-dom-wielorodzinny,Opuszczony dom wielorodzinny,śląskie,Katowice,2022-03-30T09:24:38,2022-03-30T07:24:38,2022-03-30T09:24:38,2022-03-30T07:24:38,50.2153119,18.9883903,14,"Bolesława Prusa 46, 40-618, województwo śląskie Polska","<p>Opuszczony dom wielorodzinny z prze\u0142omu XIX i XX w. W \u015brodku przebywaj\u0105 bezdomni, a kilka dni po mojej wizycie wybuch\u0142 tu po\u017car w wyniku kt\xf3rego znaleziono zw\u0119glone zw\u0142oki. Wej\u015bcie mo\u017cliwe od strony podw\xf3rza.</p>\n",Domy,3
19300,19300,niedokonczony-opuszczony-sklep-i-budynek-mieszkalny,Niedokończony opuszczony sklep i budynek mieszkalny,małopolskie,Skawina,2022-03-30T09:22:31,2022-03-30T07:22:31,2022-03-30T09:22:31,2022-03-30T07:22:31,49.9813195,19.8360381,18,"Torowa, 33-050 Skawina, województwo małopolskie Polska",<p>\u0141atwe wejscie jest na prawo od frontu biedronki radz\u0119 p\xf3j\u015b\u0107  za biedronk\u0119 i przej\u015b\u0107 przez dziure w ogrodzeniu aby nikt was nie zauwa\u017cy\u0142 jest tam gara\u017c i drewniane drzwi kt\xf3re prowadz\u0105 do cz\u0119\u015bci mieszkalnej s\u0105 3 pi\u0119tra razem z poddaszem robi wra\u017cenie</p>\n,Inne,Brak ocen
19229,19229,palac-w-malkowie,Pałac w Małkowie,pomorskie,Małkowo,2022-03-29T09:48:12,2022-03-29T07:48:12,2022-03-29T09:48:12,2022-03-29T07:48:12,54.3709367,18.3344476,19,"Pałacowa 106, 83-330 Małkowo Małkowo, województwo pomorskie Polska","<p>Pa\u0142ac ma bardzo ciekaw\u0105 histori\u0119. Wej\u015bcie bez problemowe. Nikt nie pilnuje. Jedyne co to nie ma zbytnio wej\u015bcia na g\xf3r\u0119 (jest dla hardcor\xf3w - po deskach pojedynczych). Jakby kto\u015b chcia\u0142 to mam kr\xf3tki filmik, niestety ze snapa. W razie czego mo\u017cna pisa\u0107 na mess (otylia sarnacka) i kilka zdj\u0119\u0107 jest jeszcze na ig (motylia_)</p>\n",Zamki i pałace,Brak ocen
19237,19237,bardzo-maly-opuszczony-dom,Bardzo mały opuszczony dom,małopolskie,Piła Kościelecka,2022-03-29T09:47:31,2022-03-29T07:47:31,2022-03-29T09:47:31,2022-03-29T07:47:31,50.1287635,19.4634725,19,"Trzebińska 35, 32-540 Piła Kościelecka, województwo małopolskie Polska","<p>Dom jest dwupomieszczeniowy i nie wiem kto tam mieszka\u0142. W piwnicy te\u017c s\u0105 tylko dwa pomieszczenia jednak gdy by\u0142em tam w sierpniu by\u0142a zalana. Do zobaczenia jest jeszcze strych i w sumie tyle. W \u015brodku nie pozosta\u0142o ju\u017c zbyt wiele wyposa\u017cenia. Kiedy\u015b sta\u0142 tam na pewno piec kaflowy, ale wida\u0107 \u017ce kto\u015b go rozwali\u0142. Specjalnie nie ma poco zabadzo si\u0119 tam wybiera\u0107 , ale przej\u017cd\u017caj\u0105c obok mo\u017cna zagl\u0105dn\u0105\u0107. </p>\n",Domy,4
19191,19191,opuszczona-resteuracja,Opuszczona resteuracja,kujawsko-pomorskie,Włocławek,2022-03-28T10:23:51,2022-03-28T08:23:51,2022-03-28T10:23:51,2022-03-28T08:23:51,52.9105584,18.8539124,9,"Dawna nastawnia Myśliwska, 87-800, województwo kujawsko-pomorskie Polska","<p>Jest to miejsce podobne do restauracji typu: Bankiety \u015blubne, miejsca na komunie itp. S\u0105 dwa pi\u0119tra jest przej\u015bcie na takzwany balkonik mo\u017cna wej\u015b\u0107 przed dziur\u0119 na drugim pi\u0119trze ale wej\u015bcie jest bardzo ryzykowne. Miejsce nie jest chronione poci\u0105gi je\u017cd\u017c\u0105 bardzo rzadko. Miejsce super.</p>\n",Restauracje i kluby,Brak ocen
19202,19202,opuszczony-dom-urysnow,Opuszczony dom Urysnów,mazowieckie,Warszawa,2022-03-28T10:23:30,2022-03-28T08:23:30,2022-03-28T10:23:30,2022-03-28T08:23:30,52.1319009,21.0495418,11,"Wełniana 24, 02-833, województwo mazowieckie Polska",<p>No to wej\u015bcie jest super proste w nocy jest masa bezdomnych czasami jak ludzie przechodz\u0105 to si\u0119 czepiaj\u0105 raz widzia\u0142am jak przejecha\u0142a policja ale raczej nie jest to za cz\u0119ste w szopach ostatnio spotka\u0142am 2 da si\u0119 wej\u015b\u0107 re\u017c od lewej strony bo jest dziura w p\u0142ocie ale nic si\u0119 nie widzi prawie. Dom by\u0142 kilka razy spalony polecam chodzi\u0107 w godzinach porannych i uwarza\u0107 na bezdomnych </p>\n,Domy,Brak ocen
19293,19293,opuszczony-osrodek,Opuszczony ośrodek,małopolskie,Cieniawa,2022-03-26T10:55:23,2022-03-26T09:55:23,2022-03-26T10:55:23,2022-03-26T09:55:23,49.6228884,20.8254433,16,"33-324 Mszalnica Chochle, województwo małopolskie Polska",<p>Bardzo fajne miejsce do urbexu by\u0142em z kolegami i by\u0142o super mega \u0142atwe wej\u015bcie cztery budynki tylko trzeba uwa\u017ca\u0107 w \u015brodku jednego budynku bo s\u0105 gdzie niegdzie dziury w pod\u0142odze.</p>\n,Hotele i pensjonaty,5
19379,19379,opuszczona-cegielnia-6,Opuszczona Cegielnia,łódzkie,Skronina,2022-03-26T10:48:10,2022-03-26T09:48:10,2022-03-26T10:48:10,2022-03-26T09:48:10,51.2941293,20.3569794,12,"Skronina Petrykozy-Tartak, województwo łódzkie Polska","<p>Opuszczona Cegielnia znajduj\u0105ca si\u0119 pomi\u0119dzy Petrykozami a Skronin\u0105, jest to najwi\u0119kszy opuszczony obiekt w okolicy, s\u0105 tam g\u0142\xf3wnie 2 budynki (g\u0142\xf3wny budynek i poboczny magazyn) s\u0105 te\u017c obok 3 mniejsze, aby tam si\u0119 dosta\u0107 trzeba przedrze\u0107 si\u0119 przez krzaki</p>\n",Industrialne,5
19261,19261,stara-fabryka-3,Stara fabryka,kujawsko-pomorskie,Bydgoszcz,2022-03-26T07:22:54,2022-03-26T06:22:54,2022-03-26T07:22:54,2022-03-26T06:22:54,53.068426,18.0742908,11,"85-184, województwo kujawsko-pomorskie Polska",<p>Warto tam si\u0119 wybra\u0107 jest co zwiedzi\u0107 </p>\n,Militarne,Brak ocen
19169,19169,opuszczona-pieczarkarnia,Opuszczona pieczarkarnia,śląskie,Mysłowice,2022-03-25T12:43:51,2022-03-25T11:43:51,2022-03-25T12:43:51,2022-03-25T11:43:51,50.2619123,19.1323471,16,"Szabelnia 7, 41-400, województwo śląskie Polska",<p>Go\u0142y budynek w kt\xf3rym jest do\u015b\u0107 czysto a w oko\u0142o pe\u0142no \u015bmieci. Dost\u0119p do budynku z ka\u017cdej strony. Jedna cz\u0119\u015b\u0107 \u015brodkowa zawalona.</p>\n,Inne,Brak ocen
19163,19163,dwie-hale-3,Dwie hale,małopolskie,Kępa Bogumiłowicka,2022-03-25T07:31:49,2022-03-25T06:31:49,2022-03-25T07:31:49,2022-03-25T06:31:49,50.0031328,20.9013444,17,"33-113 Kępa Bogumiłowicka, województwo małopolskie Polska","<p>Dwie hale, niestety nie uda\u0142o mi si\u0119 dowiedzie\u0107 do czego s\u0142u\u017cy\u0142y, ale domniemam \u017ce m\xf3g\u0142 by\u0107 tam warsztat samochodowy (\u015bwiadczy o tym kana\u0142 naprawczy w drugiej hali)</p>\n",Industrialne,4
19157,19157,ruina-palacu-w-tomaszowie,Ruina pałacu w Tomaszowie,świętokrzyskie,Góry,2022-03-24T11:15:12,2022-03-24T10:15:12,2022-03-24T11:15:12,2022-03-24T10:15:12,50.4651058,20.3985456,18,"28-411 Góry Pode Dworem, województwo świętokrzyskie Polska","<p>Zesp\xf3\u0142 dworski (XVIII-XIX w.): dw\xf3r murowany (koniec XIX w.), cz\u0119\u015bciowo w ruinie, folwark, park krajobrazowy z alej\u0105 wjazdow\u0105.</p>\n<p>\u017ar\xf3d\u0142o:http://www.polskaniezwykla.pl/web/place/10195,gory-zespol-dworski-%28xviii-xix-w-%29.html<br />\n\u017ar\xf3d\u0142o zdj\u0119\u0107:http://www.polskaniezwykla.pl/web/place/gallery,1,10195.html</p>\n",Zamki i pałace,Brak ocen
19136,19136,opuszczony-dom-jednorodzinny-2,Opuszczony Dom Jednorodzinny,zachodniopomorskie,Stargard,2022-03-22T12:39:32,2022-03-22T11:39:32,2022-03-22T12:39:32,2022-03-22T11:39:32,53.3332516,15.0509463,19,"Jagiellońska 31, 73-100 Stargard, województwo zachodniopomorskie Polska","<p>Opuszczony dom jednorodzinny prosto z ery Komunizmu. Na parterze znajduj\u0105 si\u0119 trzy pokoje, na pierwszym pi\u0119trze znajduj\u0105 si\u0119 cztery pokoje a w piwnicy oko\u0142o 5 pokoi + gara\u017c. Jedyne wej\u015bcie jest z ty\u0142u domu, jest nim ma\u0142e otwarte okno w piwnicy.</p>\n",Domy,5
19144,19144,duzy-opuszczony-budynek-na-kolei,Duży opuszczony budynek na kolei,podkarpackie,Żurawica,2022-03-22T12:39:13,2022-03-22T11:39:13,2022-03-22T12:39:13,2022-03-22T11:39:13,49.8302527,22.8399767,19,"Kolejowa, 37-710 Bolestraszyce, województwo podkarpackie Polska","<p>Opuszczony budynek nie jest do ko\u0144ca bezpieczny wej\u015bcie od piwnic, g\u0142\xf3wne zablokowane, 3 pi\u0119tra, wej\u015bcie na dach i nieotwarty sejf. Wej\u015bcie na pi\u0119tra zablokowane metalowymi bramami da si\u0119 otworzy\u0107.</p>\n",Kolejowe,Brak ocen
19132,19132,opuszczona-pralnia-wojskowa,Opuszczona Pralnia Wojskowa,zachodniopomorskie,Stargard,2022-03-21T07:14:19,2022-03-21T06:14:19,2022-03-21T07:14:19,2022-03-21T06:14:19,53.3338042,15.0467621,19,"Żeglarska 1, 73-100 Stargard, województwo zachodniopomorskie Polska","<p>Wej\u015b\u0107 jest kilka, jedno aktualnie na dzie\u0144 dodania 17.02.2022 wej\u015bcie jest od strony bramy nr.2, a drugie aktualnie zamkni\u0119te od strony dziedzi\u0144ca z ty\u0142u obok starego poniemieckiego budynku. W prali zachowa\u0142y si\u0119 obiekty w stanie lekko naruszonym np. pralki. Obok jest te\u017c stara kot\u0142ownia wej\u015bcie przez piwnice obok bramy nr.3, w kot\u0142owni znajduj\u0105 si\u0119 piece oraz ogromne beczki, w pralni natomiast jak ju\u017c pisa\u0142em pralki, w\xf3zki, dokumenty, szczotki do toalet, maszynownia windy, oraz wiele bardzo dobrze zachowanych maszynach. Ponadto w 2 gara\u017cach obok znajduj\u0105 si\u0119 2 samochody. Miejsce naprawd\u0119 godne po\u015bwiecenia uwagi.</p>\n",Kolejowe,5
19118,19118,opuszczone-miasteczko-westernowe-kosin,Opuszczone miasteczko westernowe &#8211; Kosin,lubuskie,Kosin,2022-03-20T07:41:05,2022-03-20T06:41:05,2022-03-20T07:41:05,2022-03-20T06:41:05,52.8444349,15.9055638,15,"174, 66-530 Kosin, Lubusz Voivodeship Poland","<p>Opuszczony kompleks w zamy\u015ble udaj\u0105cy miasteczko z film\xf3w o dzikim zachodzie oraz towarzysz\u0105cy budynek hotelowy. Niepilnowany, dost\u0119p swobodny z drogi 174. Stan obiektu to sciany i smieci na pod\u0142odze. Rozkradzione co si\u0119 do czegokolwiek mog\u0142o przyda\u0107.</p>\n",Hotele i pensjonaty,Brak ocen
19084,19084,niedokonczone-bloki-2,Niedokończone bloki,kujawsko-pomorskie,Mileszewy,2022-03-19T09:24:27,2022-03-19T08:24:27,2022-03-19T09:24:27,2022-03-19T08:24:27,53.3443516,19.2070627,14,"87-330 Mileszewy, województwo kujawsko-pomorskie Polska","<p>Dost\u0119p bardzo \u0142atwy tu\u017c przy drodze, nic nie wartego do obejrzenia, obok gara\u017ce w kt\xf3rych (jakby inaczej) nic nie ma.<br />\nW ""piwnicach"" natkn\u0105\u0142em sie na pomieszczenie zaj\u0119te przez bezdomnego.<br />\nObok plac zabaw j boisko.</p>\n",Industrialne,Brak ocen
19076,19076,posterunek-kolei-piaskowej-michal,"Posterunek kolei piaskowej ,,Michał&#8221;",śląskie,Zabrze,2022-03-18T07:37:34,2022-03-18T06:37:34,2022-03-18T07:37:34,2022-03-18T06:37:34,50.3292207,18.8014001,18,"Tarnogórska, 41-803 Zabrze, województwo śląskie Polska","<p>Opis og\xf3lny<br />\nStacja Micha\u0142 powsta\u0142a po II wojnie \u015bwiatowej w wyniku rozbudowy dotychczasowej bocznicy szlakowej szybu ""Anna"" (p\xf3\u017aniejszego ""Micha\u0142""). By\u0142a jednym z wa\u017cniejszych w\u0119z\u0142\xf3w sieci PMPPW. Ze stacji mo\u017cna by\u0142o wyjecha\u0107:<br />\n- w kierunku Czechowic (przez os. Kopernika),<br />\n- w kierunku Przezchlebia (przez Mikulczyce),<br />\n- w kierunku stacji PKP Zabrze Biskupice przez posterunek PD,<br />\n- w kierunku Biskupic, Szombierek, stacji PKP Zabrze P\xf3\u0142noc przez posterunek Mi2.</p>\n<p>Przez jaki\u015b czas po wojnie istnia\u0142 tak\u017ce szlak omijaj\u0105cy stacj\u0119 od wschodniej strony (pierwotny przebieg linii z 1905 roku) \u0142\u0105cz\u0105ca posterunek Weso\u0142\u0105 z posterunekiem Ludwik.</p>\n<p>Stacj\u0119 sukcesywnie okrajano z kolejnych wyjazd\xf3w. W 2002 roku rozebrano lini\u0119 do Czechowic przez os. Kopernika. W latach 2016-18 stacj\u0119 dotkn\u0105\u0142 gwa\u0142towny regres:<br />\n- likwidacja linii 309 do Szombierek (2016)<br />\n- likwidacja linii 301 do Biskupic (05.2017)<br />\n- zamkni\u0119cie dla ruchu odcinka Micha\u0142 - PD (06.2017)<br />\n- ostateczna likwidacja stacji (01.2018)<br />\n(info: krzysiuup, 07.01.2018)</p>\n<p>Opis infrastruktury:<br />\nSemafory \u015bwietlne, zwrotnice elektryczne.(info: krzysiuup, 07.01.2018)</p>\n<p>Opis budynk\xf3w:<br />\nPi\u0119trowa nastawnia wyposa\u017cona w urz\u0105dzenia przeka\u017anikowe. (info: krzysiuup, 07.01.2018). </p>\n<p>opis ze strony - https://www.bazakolejowa.pl/index.php?dzial=stacje&amp;id=16780&amp;okno=start</p>\n",Kolejowe,Brak ocen
19061,19061,ruiny-browaru-zamkowego-von-lotterow-na-wzgorzu-zamkowym-w-swiebodzinie,Ruiny Browaru Zamkowego von Lotterów na Wzgórzu Zamkowym w Świebodzinie,lubuskie,Świebodzin,2022-03-18T07:37:20,2022-03-18T06:37:20,2022-03-18T07:37:20,2022-03-18T06:37:20,52.2476414,15.5067086,16,"Brzozowa, 66-200 Świebodzin, województwo lubuskie Polska","<p>Ruiny XVIII-wiecznego browaru. Lokalizacja raczej nie jest zbyt dogodna. Bez latarki ani rusz! Ruiny nie s\u0105 w\u0142asno\u015bci\u0105 prywatn\u0105. Jest mo\u017cliwo\u015b\u0107 wej\u015bcia do ogromnych piwnic, w kt\xf3rych kiedy\u015b pewnie znajdowa\u0142y si\u0119 otwarte kadzie. Wiele zakamark\xf3w do przeszukania, jednak teren bardzo za\u015bmiecony.</p>\n",Podziemia,Brak ocen
19059,19059,opuszczony-budynek-zakladu-wulkanizacyjnego-w-swiebodzinie,Opuszczony budynek zakładu wulkanizacyjnego w Świebodzinie,lubuskie,Świebodzin,2022-03-18T07:37:02,2022-03-18T06:37:02,2022-03-18T07:37:02,2022-03-18T06:37:02,52.2346071,15.5234241,16,"Za Groblą, 66-200 Świebodzin, województwo lubuskie Polska","<p>Obiekt znajduje si\u0119 na polu, za innymi jeszcze u\u017cytkowanymi magazynami. Jest to bardzo ciekawe miejsce, z mo\u017cliwo\u015bci\u0105 wej\u015bcia na dach. Na miejscu znajdziemy np. zbiornik retencyjny, kot\u0142owni\u0119, saun\u0119, lub te\u017c magazyn. Polecam. AntexUrbex</p>\n",Industrialne,4
19019,19019,zespol-szkol,Zespół szkół,śląskie,Bytom,2022-03-17T15:56:41,2022-03-17T14:56:41,2022-03-17T15:56:41,2022-03-17T14:56:41,50.3453509,18.9643228,18,"Przemysłowa, 41-946, województwo śląskie Polska",<p>Opuszczony zesp\xf3\u0142 szk\xf3\u0142 sk\u0142adaj\u0105cy si\u0119 z dw\xf3ch budynk\xf3w po\u0142\u0105czonych korytarzem.<br />\nBrak ochrony. W \u015brodku \u015blady ingerencji z\u0142omiarzy. W sali gimnastycznej widoczne skutki po\u017caru.</p>\n,Inne,3
